Time,E1_D,E1_T,E2_D,E2_T,E3_D,E3_T,E4_D,E4_T,E5_D,E5_T,E6_D,E6_T,E7_D,E7_T,off_R1_D,off_R1_T,off_R2_D,off_R2_T,off_R3_D,off_R3_T,off_R4_D,off_R4_T,on_R1_D,on_R1_T,on_R2_D,on_R2_T,on_R3_D,on_R3_T,on_R4_D,on_R4_T,on_R5_D,on_R5_T,on_R6_D,on_R6_T
13840,123.14583287136539,33.916666666666664,160.78513376723535,25.083333333333332,272.67224568518014,118.16666666666667,105.13183109637065,18.083333333333332,116.14331130963033,10.416666666666666,176.8392279997099,15.666666666666666,110.22031812165828,12.75,18.575323947664675,1.5833333333333333,60.759592486113526,5.333333333333333,89.79143950511303,8.25,0.0,0.0,35.75423506752836,4.833333333333333,16.927598124311853,7.833333333333333,0.1609383069191151,5.25,0.0,0.0,35.01059752089086,13.5,0.0,0.0
13850,109.67067433863541,35.75,165.09986859404998,32.333333333333336,250.55755931570525,116.08333333333333,93.75184185215595,26.583333333333332,60.79736258108223,5.75,152.95129473244478,15.083333333333334,110.22031812165828,12.75,18.575323947664675,1.5833333333333333,37.140265056758274,2.9166666666666665,91.82974525324529,8.416666666666666,0.0,0.0,35.75423506752836,4.833333333333333,16.927598124311853,6.166666666666667,0.1609383069191151,3.5833333333333335,0.0,0.0,17.480300034183866,10.666666666666666,0.0,0.0
13860,113.87673987989167,36.166666666666664,210.9302988476768,38.833333333333336,260.16292921085676,112.33333333333333,104.6640149038043,42.25,24.055379993635796,3.1666666666666665,86.4827763434775,11.166666666666666,100.29133984943144,11.583333333333334,18.575323947664675,1.5833333333333333,25.768078796061435,1.9166666666666667,91.82974525324529,8.416666666666666,0.0,0.0,27.64120065088875,3.6666666666666665,16.927598124311853,4.5,0.1609383069191151,1.9166666666666667,3.2128689892176223,0.6666666666666666,4.124454451242886,7.333333333333333,0.0,0.0
13870,96.13657240813193,33.916666666666664,238.49521107156716,41.5,374.68840617666524,108.0,131.9500288216632,52.833333333333336,88.39643934555609,8.75,36.99786377920652,7.5,65.1834917994979,7.916666666666667,18.575323947664675,1.5833333333333333,40.62545346497725,3.3333333333333335,87.13692266193799,7.833333333333333,0.0,0.0,15.978158236799999,1.9166666666666667,16.927598124311853,2.8333333333333335,0.1609383069191151,0.25,23.565288043716055,3.0,4.061198203259198,4.0,0.0,0.0
13880,94.93971973611076,29.416666666666668,233.76668963232748,38.75,462.0974455172007,97.33333333333333,187.74086032201103,62.583333333333336,146.52280344050726,14.833333333333334,95.78158462322442,12.5,29.123774445561555,4.0,11.770913970292304,1.0,83.33568874183128,6.833333333333333,66.11203436796505,6.166666666666667,0.0,0.0,15.00152966238609,2.5,17.782451439419095,2.75,0.0,0.0,43.832450928824535,6.333333333333333,2.6926581261870624,0.6666666666666666,2.7968803046492794,0.6666666666666666
13890,76.09666621112684,20.25,254.98640215183767,36.083333333333336,477.95429688388066,80.66666666666667,246.32292029176065,70.58333333333333,223.25397700548365,24.25,161.21087947952398,18.416666666666668,50.20319103060646,6.416666666666667,0.0,0.0,104.86459772309566,8.5,39.68028443354228,3.4166666666666665,0.0,0.0,15.332630343371854,4.166666666666667,20.405364552598105,2.9166666666666665,0.0,0.0,48.037891021799986,9.666666666666666,8.44163502175389,1.1666666666666667,16.288950742327803,2.3333333333333335
13900,87.56107269736742,13.083333333333334,254.78773464051775,31.083333333333332,452.0919830461285,69.58333333333333,219.20792260940667,62.833333333333336,363.61616086728964,39.5,179.0539735911265,19.916666666666668,107.32907959798338,13.083333333333334,0.0,0.0,90.73935757324824,7.416666666666667,36.66578857798637,3.3333333333333335,0.0,0.0,15.334465527904173,5.833333333333333,14.149321657845539,3.8333333333333335,0.0,0.0,51.12310893594603,13.833333333333334,15.117707852338702,2.8333333333333335,17.05983333333334,4.0
13910,93.41020524448432,13.416666666666666,209.364108028984,20.666666666666668,393.71011331255824,63.916666666666664,198.20786796824643,50.083333333333336,400.944226543958,43.666666666666664,263.97840773257127,26.5,149.0602422951053,17.916666666666668,5.461085163434608,0.5833333333333334,79.09651892703421,6.583333333333333,72.81124413868635,6.416666666666667,0.0,0.0,27.988864234045025,8.25,24.874142297937954,7.166666666666667,0.0,0.0,91.9796895935865,21.833333333333332,15.160031431960556,4.5,17.05983333333334,5.666666666666667
13920,108.85782223852833,20.083333333333332,117.93576829303835,10.333333333333334,345.5813430771779,59.0,190.01492588569445,35.083333333333336,392.10087419205615,42.666666666666664,367.874477404114,37.75,179.4707367661355,21.75,19.21083907408836,1.5833333333333333,79.09651892703421,6.583333333333333,85.74654384453545,7.416666666666667,0.5235640000000027,0.08333333333333333,35.82565855526522,9.333333333333334,28.562675622332247,10.5,0.0,0.0,112.00061915883633,28.666666666666668,15.340955953228056,6.166666666666667,17.05983333333334,7.333333333333333
13930,103.57197943453134,26.833333333333332,87.43388289705388,6.833333333333333,226.40618870810678,49.5,188.18075497151085,29.333333333333332,380.0152487395917,42.666666666666664,408.9332444922654,42.25,246.47596667316733,29.666666666666668,19.21083907408836,1.5833333333333333,70.97371618223252,5.916666666666667,96.92851325502579,8.5,18.582516432894515,2.0,31.65979403749866,8.5,33.81015818679988,11.5,0.0,0.0,97.34290951493661,27.583333333333332,17.831966368949235,6.75,17.2006251488424,8.75
